premium,is_available,category,title,rent_price_per_day,image_url,created_at,price,user_id,location,description,condition,quantity,updated_at,for_sale
TRUE,TRUE,Miscellaneous,"Ceramic Food Warmer,",0,https://pictures-kenya.jijistatic.com/65517446_MzAwLTMwMC05ZDJjYWZkMzJmLTE.webp,03/05/2025 22:49,6399,6,"Nairobi, Unknown",3pcs serving dishes Ceramic Food Warmer Chafing Dish For Food Service is the best when you are...,Used,5,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Aemes Table and Chairs.,0,https://pictures-kenya.jijistatic.com/32260159_MzAwLTI2NC05OTI4MDIwNjU4.webp,03/05/2025 22:49,14000,9,"Nairobi, Unknown","Brand New imported Aemes table and chairs.
Free delivery within Nairobi areas.
Payments after...",Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Furniture,OFFER! Office Chair 4900 Headrest 6500,0,https://pictures-kenya.jijistatic.com/54635307_MzAwLTQwMC00YmZlNTY3ZGM1.webp,03/05/2025 22:49,4900,2,"Nairobi, Unknown",Brand new payment done after delivery,Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Office Chair,186,https://pictures-kenya.jijistatic.com/27867229_MzAwLTQwMC1kZTNlZmVjZDg0.webp,03/05/2025 22:49,5600,23,"Nairobi, Unknown",New arrivals office chair very comfortable and durable we do delivery within Nairobi payment is...,Brand New,4,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Eames Chair + Table,0,https://pictures-kenya.jijistatic.com/71322079_MzAwLTIyNS0zMTQ2MDEwMWU5.webp,03/05/2025 22:49,17000,3,"Nairobi, Unknown","Imported Eames Chairs+ Table
You can order via072********* -Call/ Text/ WhatsApp. 
You may also...",Brand New,2,03/05/2025 22:49,1
TRUE,FALSE,Furniture,High-Back Executive Orthopedic Office Chair - Reclining,950,https://pictures-kenya.jijistatic.com/66671095_MzAwLTM0Ni04NWZmMWU0ZGRh.webp,03/05/2025 22:49,28500,12,"Nairobi, Unknown","Browse & discover millions of products. Read customer reviews and find best sellers. Yes, we ship to...",Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Office Chair Office Chair Office Chair,316,https://pictures-kenya.jijistatic.com/60231068_MzAwLTQwMC1hZDg5YTY5ZTA4.webp,03/05/2025 22:49,9500,8,"Nairobi, Unknown",Strong and durable products Quality is guaranteed payment is done on delivery,Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Restaurants and Bar White Chairs,73,https://pictures-kenya.jijistatic.com/71302136_MzAwLTQwMC1mNWJjMzdiZDhm.webp,03/05/2025 22:49,2200,21,"Nairobi, Unknown",High quality restaurants and bar chairs,Brand New,3,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Office Chair,223,https://pictures-kenya.jijistatic.com/40739608_MzAwLTQwMC0wYjNmYWUxZmFjLTY.webp,03/05/2025 22:49,6700,9,"Nairobi, Unknown",Brand-new office chairs payment done after delivery free delivery when you take with office desk and...,Brand New,5,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Eames Chairs And Tables,0,https://pictures-kenya.jijistatic.com/38962622_MzAwLTI5NS05MDkzZDkxYjM1.webp,03/05/2025 22:49,20000,5,"Nairobi, Unknown","Eames Chairs available 
Table is",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Restaurants Chairs and Table,466,https://pictures-kenya.jijistatic.com/63574181_MzAwLTIyNS0zZmUwMjllMzVm.webp,03/05/2025 22:49,14000,11,"Nairobi, Unknown",4set chairs and table,Brand New,2,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Office Chair Office Chair,253,https://pictures-kenya.jijistatic.com/30051786_MzAwLTIyNS1hMmY3ZjgzNDll.webp,03/05/2025 22:49,7600,1,"Nairobi, Unknown",Brand new imported headrest office chair we do delivery's within Nairobi area payment is done after...,Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Furniture,High Restaurants and Bar Chairs,116,https://pictures-kenya.jijistatic.com/65333460_MzAwLTQwMC03Y2QzYmY4Yjlm.webp,03/05/2025 22:49,3500,21,"Nairobi, Unknown",High quality made restaurants chairs,Brand New,1,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Office Chair: Luxury Faux Leather Barstool,416,https://pictures-kenya.jijistatic.com/71200452_MzAwLTMwMC00ZWEyNTIzNDEy.webp,03/05/2025 22:49,12500,7,"Nairobi, Unknown","A Luxury Faux Leather Barstool is the perfect blend of elegance and comfort, designed to elevate the...",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Jungle Green Plastic Chairs With Metal Tubing,0,https://pictures-kenya.jijistatic.com/64345351_MzAwLTQwMC1mZjRmZmMxMTJjLTE.webp,03/05/2025 22:49,1450,13,"Nairobi, Unknown",Strong plastic chairs with metal tubing.we deliver at a fee,Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Restaurant Chair or Dinning Chair.,150,https://pictures-kenya.jijistatic.com/57503482_MzAwLTQwMC1kNWRmMzYxYTRh.webp,03/05/2025 22:49,4500,21,"Nairobi, Unknown",I sell quality chairs and unique designs in different types at very affordable prices.,Bulk prices,5,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Office Desk Office Desk and Chair,316,https://pictures-kenya.jijistatic.com/55717077_MzAwLTQwMC03MThmMTcwYWYz.webp,03/05/2025 22:49,9500,14,"Nairobi, Unknown",Office desk office desk and chair,Brand New,4,03/05/2025 22:49,0
TRUE,FALSE,Furniture,"Lama Orthopedic Office Chair, Ergonomic Desk Seat",0,https://pictures-kenya.jijistatic.com/68247348_MzAwLTQwMC0xYTUxZTYwNGI5.webp,03/05/2025 22:49,18500,3,"Nairobi, Unknown",Ensure your workspace supports your health and comfort with the Lama Orthopedic Office Seat with...,Brand New,3,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Office Chairs,76,https://pictures-kenya.jijistatic.com/49126357_MzAwLTIyNS00OTY3NjU1Yjdj.webp,03/05/2025 22:49,2300,23,"Nairobi, Unknown",Very strong chairs available and payment after delivery,Brand New,5,03/05/2025 22:49,0
FALSE,FALSE,Furniture,High Density Conference Chair,0,https://pictures-kenya.jijistatic.com/51170283_MzAwLTQwMC1jMzZmZDAxYzY1.webp,03/05/2025 22:49,3200,2,"Nairobi, Unknown","Available in various colors
Free delivery within Nairobi
We deliver outside Nairobi
Payment after...",Brand New,4,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Home Dinning Table Set,833,https://pictures-kenya.jijistatic.com/74857178_MzAwLTIyNS0xMjVkZDZmMWFh.webp,03/05/2025 22:49,25000,7,"Nairobi, Unknown",High quality dinning set,Brand New,1,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Zippy Coffee Table,0,https://pictures-kenya.jijistatic.com/62569503_MzAwLTMwNS1hYmM1YWM3NzQ3.webp,03/05/2025 22:49,7500,21,"Nairobi, Unknown","Model: Zippy Coffee Table
Color: White MDF with golden legs
Product Dimensions: 120x60x45cm
Weight...",Brand New,4,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Cocktail Tables (Round),316,https://pictures-kenya.jijistatic.com/71498625_MzAwLTM3Ny00MzdjNDRlODQ1.webp,03/05/2025 22:49,9500,7,"Nairobi, Unknown","Brand new imported,
Strong and durable,
Payments are on delivery.",Brand New,1,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Modern Zippy Coffee Table,0,https://pictures-kenya.jijistatic.com/63495446_MzAwLTI4OC1iNzhiMDc5MjM0.webp,03/05/2025 22:49,7500,22,"Nairobi, Unknown","Model: Zippy Coffee Table
Color: White MDF with golden legs
Product Dimensions: 120x60x45cm
Weight...",Brand New,2,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Cocktail Table / Coffee Table,0,https://pictures-kenya.jijistatic.com/73053282_MzAwLTQwMC00NGRmYWVjZmQw.webp,03/05/2025 22:49,13000,1,"Nairobi, Unknown","Cocktail Coffee Table available 
You can order via072********* -Call/ Text/ WhatsApp. 
You may also...",Brand New,5,03/05/2025 22:49,1
FALSE,TRUE,Furniture,Cocktail Table,0,https://pictures-kenya.jijistatic.com/67179756_MzAwLTM4My02OTJlYzIyODdk.webp,03/05/2025 22:49,9500,8,"Nairobi, Unknown",Imported furniture from phoenix furniture Kenya contact us on072********* we do offer home delivery...,Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Wooden Cocktail Table With Metallic Stand,0,https://pictures-kenya.jijistatic.com/69698548_MzAwLTMwMC03YjI3NDI4NWFm.webp,03/05/2025 22:49,4200,10,"Nairobi, Unknown","Wooden Cocktail Table with metallic stand /=
Dimensions: H73cm D80cm
Available in White & Black",Brand New,5,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Cocktail Table,0,https://pictures-kenya.jijistatic.com/68679185_MzAwLTMwMC1mYTc1ZDllZDkw.webp,03/05/2025 22:49,23000,11,"Nairobi, Unknown",Strong and durable products Quality is guaranteed payment is done on delivery and payment is after...,Brand New,4,03/05/2025 22:49,1
FALSE,TRUE,Furniture,Cocktail Party Table,316,https://pictures-kenya.jijistatic.com/71454454_MzAwLTM4MC00NzdmNDY1N2Vj.webp,03/05/2025 22:49,9500,2,"Nairobi, Unknown","Strong and comfortable,
Payment are on delivery delivery within Nairobi area and special...",Brand New,1,03/05/2025 22:49,0
FALSE,TRUE,Furniture,High-Quality Laser Cut Metallic High Table,450,https://pictures-kenya.jijistatic.com/62304401_MzAwLTM1MS01Yzg2NWU5MGZh.webp,03/05/2025 22:49,13500,16,"Nairobi, Unknown",High-quality laser cut metallic high table or conference/ cocktail table,Bulk prices,1,03/05/2025 22:49,0
FALSE,FALSE,Furniture,Wooden Office File Cabinets Magnificent,666,https://pictures-kenya.jijistatic.com/73420548_MzAwLTQwMC1jY2U3Nzg5ZGU4.webp,03/05/2025 22:49,20000,19,"Nairobi, Unknown","072*********.
Brand new office filling cabinets, or cupboards, available in different sizes and...",Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Wooden Cocktail Table With Metallic Dimensions: H73cm D80cm,499,https://pictures-kenya.jijistatic.com/61497308_MzAwLTMwMC1mNTNiYmM2OGI1.webp,03/05/2025 22:49,14999,4,"Nairobi, Unknown","Wooden Cocktail Table with metallic stand
Dimensions: H73cm D80cm
Available in White & Black",Brand New,5,03/05/2025 22:49,0
FALSE,FALSE,Furniture,Cocktail Party Table With Chairs,650,https://pictures-kenya.jijistatic.com/71367371_MzAwLTQwMC03ZjA2YjdkOTJk.webp,03/05/2025 22:49,19500,23,"Nairobi, Unknown","Strong and durable and,
Stylish and colorful,
Payment are on delivery",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Round Glass Coffee Table Modern Cocktail Table,450,https://pictures-kenya.jijistatic.com/66065242_MzAwLTMwMC1kMGI4NzBjZmYy.webp,03/05/2025 22:49,13500,12,"Nairobi, Unknown","Upgrade your living room with our Round Glass Coffee Table, the epitome of modern elegance. Its...",Brand New,2,03/05/2025 22:49,0
FALSE,TRUE,Furniture,Cocktail Tables Rj-452,300,https://pictures-kenya.jijistatic.com/74010032_MzAwLTQwMC02NTdhN2RmZjU1.webp,03/05/2025 22:49,9000,12,"Nairobi, Unknown","Brand new imported trendy imported circular balcony, dining, cafe or barstools tables, adjustable...",Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Round Wooden Top Cocktail Table,0,https://pictures-kenya.jijistatic.com/66156869_MzAwLTMwMC1lOGU0NjUzMjgx.webp,03/05/2025 22:49,15500,18,"Nairobi, Unknown","Round Wooden Top Cocktail Table 
 Metallic Base and support 
Dimensions: H75cm W80cm
Available in...",Brand New,1,03/05/2025 22:49,1
FALSE,FALSE,Furniture,Cocktail Table M23,0,https://pictures-kenya.jijistatic.com/72642640_MzAwLTQwMC1mOWE5NWQ0MGJj.webp,03/05/2025 22:49,9650,22,"Nairobi, Unknown","072*********.
Brand new imported cocktail, balconies, hotels tables, they are circular, pure marble...",Brand New,2,03/05/2025 22:49,1
FALSE,TRUE,Furniture,Cupboards Wooden.,733,https://pictures-kenya.jijistatic.com/73420566_MzAwLTQwMC0wNGNmMTA2MmRh.webp,03/05/2025 22:49,22000,12,"Nairobi, Unknown","072*********.
Brand new office filling cabinets, or cupboards, available in different sizes and...",Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Zippy Coffee Table,250,https://pictures-kenya.jijistatic.com/63209794_MzAwLTMxMS0xYWQ0ZTA1N2Nh.webp,03/05/2025 22:49,7500,8,"Nairobi, Unknown","Model: Zippy Coffee Table
Color: White MDF with golden legs
Product Dimensions: 120x60x45cm
Weight...",Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Wooden Cocktail Table With Metallic Stand,0,https://pictures-kenya.jijistatic.com/62246035_MzAwLTMxMy0wZjE3OTBkN2Jh.webp,03/05/2025 22:49,17499,9,"Nairobi, Unknown","Wooden Cocktail Table with metallic stand 
Dimensions: H73cm D80cm
Available in White & Black
Padded...",Brand New,4,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Wooden Cocktail Table With Metallic Stand,0,https://pictures-kenya.jijistatic.com/62245859_MzAwLTI3Ny0zMmFlNjczZWI3.webp,03/05/2025 22:49,17499,21,"Nairobi, Unknown","Wooden Cocktail Table with metallic stand /-
Dimensions: H73cm D80cm
Available in White &...",Brand New,5,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Coffee Table,483,https://pictures-kenya.jijistatic.com/6831205_crop-img-20200210-wa0092_300x172.jpg,03/05/2025 22:49,14500,21,"Nairobi, Unknown","Pay after delivery 
free delivery within nairobi 
we send all over kenya via couriers 
please visit...",Brand New,1,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Coffee Table White Coffee Table White,450,https://pictures-kenya.jijistatic.com/67245612_MzAwLTIyNS1iNDJhMmRlNGQ0.webp,03/05/2025 22:49,13500,3,"Nairobi, Unknown","Smart modern coffee table white with marble top black, brand new best quality, the size of this...",Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Oval Ottoman Coffee Table 18by36 1nches Glass Top Available,0,https://pictures-kenya.jijistatic.com/67842405_MzAwLTIyNS00ZDllNDdiOWM2.webp,03/05/2025 22:49,6500,22,"Nairobi, Unknown",New strong coffee table available in different colours and size (colours of you choice ) payment...,Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Modern 2-Seater Semi-Recliner Sofas,0,https://pictures-kenya.jijistatic.com/67722593_MzAwLTIyNS05Y2E5YmQwMjcw.webp,03/05/2025 22:49,27000,17,"Nairobi, Unknown","Dealers in all Brand New Home decor:beds, coffee tables,tv stands, sofas...",Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Coffee Table/Puffs Table,283,https://pictures-kenya.jijistatic.com/68204865_MzAwLTMwMC1kYjU3NTU5NmE0.webp,03/05/2025 22:49,8500,22,"Nairobi, Unknown",Coffee table /Puff table brand New payment done after delivery,Brand New,4,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Morden Wooden Coffee Table,449,https://pictures-kenya.jijistatic.com/56794733_MzAwLTIyNS04YTgzZGE1MzI3.webp,03/05/2025 22:49,13499,12,"Nairobi, Unknown","Strong and durable products
 Quality is guaranteed
Payment is after delivery within Nairobi area...",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Coffee Table,0,https://pictures-kenya.jijistatic.com/6726699_crop-img-20200210-wa0141_300x224.jpg,03/05/2025 22:49,11000,11,"Nairobi, Unknown","Pay after delivery 
free delivery within nairobi 
we send all over kenya via couriers 
please visit...",Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Coffee Table,0,https://pictures-kenya.jijistatic.com/7532294_crop-img-20200312-wa0082_300x225.jpg,03/05/2025 22:49,16500,12,"Nairobi, Unknown","Pay after delivery 
free delivery within nairobi 
we send all over kenya via couriers 
please visit...",Brand New,2,03/05/2025 22:49,1
TRUE,FALSE,Furniture,Matching Coffee Table Plus Tv Stand,0,https://pictures-kenya.jijistatic.com/59480698_MzAwLTQwMC01NWIxY2I1Zjhk.webp,03/05/2025 22:49,42500,20,"Nairobi, Unknown",We deliver countrywide,Brand New,5,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Modern Chester Beds Available,393,https://pictures-kenya.jijistatic.com/67718195_MzAwLTMwMC1jYjU0ZWQwY2Mx.webp,03/05/2025 22:49,11800,15,"Nairobi, Unknown","Dealers in all Brand New Home decor:beds, coffee tables,tv stands, sofas...",Brand New,2,03/05/2025 22:49,0
TRUE,FALSE,Furniture,Executive Marble Effect Coffee Table,0,https://pictures-kenya.jijistatic.com/71326858_MzAwLTE4OS0zZGE1Y2Q3Mjgx.webp,03/05/2025 22:49,6999,8,"Nairobi, Unknown",Executive Marble Effect Coffee Table,Brand New,3,03/05/2025 22:49,1
FALSE,TRUE,Furniture,Coffee Table Coffee Table Coffee Table Coffee Table,183,https://pictures-kenya.jijistatic.com/67563927_MzAwLTIyNi0yOGRhMzkyODhk.webp,03/05/2025 22:49,5500,1,"Nairobi, Unknown","Strong imported coffee table 
Payment is after delivery",Brand New,4,03/05/2025 22:49,0
TRUE,TRUE,Furniture,Nordic Luxury Glass Top Coffee Table,0,https://pictures-kenya.jijistatic.com/41120065_MzAwLTMwNS0yYjc0ZmFmOTYw.webp,03/05/2025 22:49,10500,13,"Nairobi, Unknown","Nordic luxurious glass top coffee table,ces as a set of two tables",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Furniture,Nesting Coffee Table Glass Effect,0,https://pictures-kenya.jijistatic.com/74686420_MzAwLTMxNC1iZTY3MzBhODMzLTE.webp,03/05/2025 22:49,6000,9,"Nairobi, Unknown","Easy Maintenance: The glass-effect finish is resistant to stains and scratches, making it easy to...",Brand New,4,03/05/2025 22:49,1
FALSE,TRUE,Furniture,1.7*2.5feet Coffee Table MDF 050,0,https://pictures-kenya.jijistatic.com/55817854_MzAwLTE2OS02ZjA4NWUzMGZm.webp,03/05/2025 22:49,5000,13,"Nairobi, Unknown",2.5*1.7feet modern coffee mdf board table... All other sizes available as well as furnitures......,Brand New,4,03/05/2025 22:49,1
TRUE,TRUE,Furniture,#Round Marble Effect Coffee Table,0,https://pictures-kenya.jijistatic.com/31858874_MzAwLTI5OC00YmNlYmNjMGRh.webp,03/05/2025 22:49,4500,5,"Nairobi, Unknown","*Round Marble Effect Coffee Table* 
 Available in Black and White 
 size 50*50*50cm
 Easy to...",Brand New,2,03/05/2025 22:49,1
FALSE,TRUE,Furniture,*Luxury Pure Marble Top Nesting Coffee Tables* Big: Diameter,250,https://pictures-kenya.jijistatic.com/72338858_MzAwLTIzMC0xMTNiMTY5ODM3.webp,03/05/2025 22:49,7500,11,"Nairobi, Unknown","*luxury pure marble top nesting coffee tables*
big: diameter 75cm,height 45cm
small: diameter...",Brand New,1,03/05/2025 22:49,0
FALSE,FALSE,Furniture,Wooden Table/ Customized Table/ Reclaimed Wood Table,0,https://pictures-kenya.jijistatic.com/66097785_MzAwLTE5Ny1jM2FjOTZjNDcx.webp,03/05/2025 22:49,7500,21,"Nairobi, Unknown",Reclaimed wood used in the making. Solid wood used for top and legs. Customized on demand. Console...,Brand New,5,03/05/2025 22:49,1
FALSE,FALSE,Furniture,Coffee Tables,550,https://pictures-kenya.jijistatic.com/59763276_MzAwLTIyNS1jMTNkNjNmZTAz.webp,03/05/2025 22:49,16500,4,"Nairobi, Unknown","All colors available
Payment on delivery",Brand New,3,03/05/2025 22:49,0
FALSE,TRUE,Furniture,Coffee Table With Stools,1833,https://pictures-kenya.jijistatic.com/52127228_MzAwLTQwMC01ZmNlYzI4MzQ4.webp,03/05/2025 22:49,55000,18,"Nairobi, Unknown","Free delivery within Nairobi
We deliver outside Nairobi
Payment after delivery",Brand New,3,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Clerical Adjustable Office Seat,316,https://pictures-kenya.jijistatic.com/71632375_MzAwLTI5OS0zNDNmZTRlM2Nj.webp,03/05/2025 22:49,9500,15,"Nairobi, Unknown",A Clerical Adjustable Office Seat is a functional and ergonomic office chair designed for comfort...,Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Miscellaneous,"Draft Chair, Cashier Chair (Non-Swivel)",0,https://pictures-kenya.jijistatic.com/62245431_MzAwLTQwMC02ZDQ0N2NiM2Fj.webp,03/05/2025 22:49,18500,8,"Nairobi, Unknown",The high-quality breathable mesh of this counter high stool promotes air circulation and keeps you...,Brand New,4,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Coleman Camping Seat,300,https://pictures-kenya.jijistatic.com/74537653_MzAwLTUwMS02OTZkYWZkNDg2.webp,03/05/2025 22:49,9000,2,"Nairobi, Unknown",Coleman camping seat with cooler,Brand New,5,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Camping Chair With Cooler Box,0,https://pictures-kenya.jijistatic.com/50628261_MzAwLTMwNy1jZDkwZjZkZmZi.webp,03/05/2025 22:49,3500,3,"Nairobi, Unknown","Foldable camping chair fishing chair with cooler bag compact fishing stool
 
durable material: the...",Brand New,1,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Office Chair: Recliner CEO'S Executive Office Chair,1166,https://pictures-kenya.jijistatic.com/71558354_MzAwLTMwMC1hNzA1NDI4N2Zk.webp,03/05/2025 22:49,35000,3,"Nairobi, Unknown",A Recliner CEO’s Executive Office Chair is a luxurious and ergonomic choice designed for maximum...,Brand New,2,03/05/2025 22:49,0
FALSE,TRUE,Miscellaneous,Quality Brand 1.8m L Shaped With Ventilation Office Desk,0,https://pictures-kenya.jijistatic.com/74701894_MzAwLTMwMC00Y2ExZjIzMWQw.webp,03/05/2025 22:49,55000,4,"Nairobi, Unknown",Enhance your workspace with the Quality Brand 1.8M L-Shaped Office Desk with Ventilation. Designed...,Brand New,3,03/05/2025 22:49,1
TRUE,FALSE,Miscellaneous,Leather Cushioned Stool,0,https://pictures-kenya.jijistatic.com/74450255_MzAwLTMwMC0xN2Q1NTM3Zjhm.webp,03/05/2025 22:49,3000,4,"Nairobi, Unknown",Leather cushioned black high stool,Brand New,1,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,"Office Chair: Clerical Mesh Chair, Comfortable Breathable",0,https://pictures-kenya.jijistatic.com/75124960_MzAwLTMwMC1kNmFjMDk3NmE5.webp,03/05/2025 22:49,6500,21,"Nairobi, Unknown","Stay comfortable through long work hours with the Clerical Mesh Office Chair, designed for both...",Brand New,5,03/05/2025 22:49,1
TRUE,FALSE,Miscellaneous,Office Chairs:Big Swivel Orthopedic Task Chair Home Office,0,https://pictures-kenya.jijistatic.com/73526500_MzAwLTMwMC00YzVlMGQwYzRm.webp,03/05/2025 22:49,26500,9,"Nairobi, Unknown","The Big Swivel Orthopedic Task Chair is designed for ultimate comfort and support, perfect for home...",Brand New,1,03/05/2025 22:49,1
TRUE,FALSE,Miscellaneous,Office Chairs:Casual Midnight Black Calfskin Study Chair,0,https://pictures-kenya.jijistatic.com/73430912_MzAwLTMwMC1mNmYxMTBhYTM5.webp,03/05/2025 22:49,24500,8,"Nairobi, Unknown",The Casual Midnight Black Calfskin Study Chair combines style and comfort for any workspace. Its...,Brand New,5,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Office Chair :Quality Office Reception Waiting Sofas,0,https://pictures-kenya.jijistatic.com/71267622_MzAwLTMwMC1mMGI0ZjZlMzdi.webp,03/05/2025 22:49,55000,9,"Nairobi, Unknown",Quality Office Reception Waiting Sofas are designed to create a welcoming and professional ambiance...,Brand New,4,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Trendy 4 Seater Pallet Seats/Pallet Sofas/Pallet Furniture,493,https://pictures-kenya.jijistatic.com/1426140_img-20190619-110450-274_300x158.jpg,03/05/2025 22:49,14800,15,"Nairobi, Unknown","We do all types of pallet furniture at affordable prices,get this new and ready made pallet seats 4...",Brand New,1,03/05/2025 22:49,0
FALSE,TRUE,Miscellaneous,2 Seater Short Back,0,https://pictures-kenya.jijistatic.com/43868485_MzAwLTIyNS00M2Y5ODNlZmI2.webp,03/05/2025 22:49,6000,17,"Nairobi, Unknown",2 seater sofaset shirt back with high density cushion best quality new... All other types of...,Brand New,4,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,Modern Quality Kangaroo Sofasets With Ricon HD 001,0,https://pictures-kenya.jijistatic.com/68171140_MzAwLTMwMC1kZWFhNDkyNzZl.webp,03/05/2025 22:49,38000,21,"Nairobi, Unknown",Modern quality classic kangaroo sofasets with ricon HD cushion best quality... All other sizes are...,Brand New,4,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Office Sofas: 5 Seater Reception Brown Sofa,0,https://pictures-kenya.jijistatic.com/74824633_MzAwLTMwMC1mNmQzYWJjMzhi.webp,03/05/2025 22:49,58000,13,"Nairobi, Unknown",The 5-seater reception brown sofas offer a comfortable and inviting seating solution for waiting...,Brand New,2,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,Mini L Shaped,866,https://pictures-kenya.jijistatic.com/67576761_MzAwLTIyNi02M2U5MDAwNDk2.webp,03/05/2025 22:49,26000,11,"Nairobi, Unknown",Mini l shaped couch with high density cushion,Brand New,3,03/05/2025 22:49,0
TRUE,FALSE,Miscellaneous,Sofas: Office Leather Sofa for 5,2600,https://pictures-kenya.jijistatic.com/75275993_MzAwLTMwMC00MTZmMGNjNmNi.webp,03/05/2025 22:49,78000,13,"Nairobi, Unknown",The Office Leather Sofa for 5 is a stylish and comfortable seating solution for any professional...,Brand New,5,03/05/2025 22:49,0
TRUE,TRUE,Miscellaneous,Anti-Decubitus Air Seat Cushion,0,https://pictures-kenya.jijistatic.com/72460661_MzAwLTI3My1mN2FhZTllMWY0.webp,03/05/2025 22:49,2400,23,"Nairobi, Unknown","Anti-Decubitus air seat cushion for Car, Wheelchair, Computer and Desk Chair.
Promotes healthy...",Brand New,4,03/05/2025 22:49,1
FALSE,TRUE,Miscellaneous,Auditorium Seats,916,https://pictures-kenya.jijistatic.com/74547886_MzAwLTQwMC01MGY3MGNlMzc2.webp,03/05/2025 22:49,27500,11,"Nairobi, Unknown","Auditorium Chair, Theater chair, writing pads optional. Available several colors",Bulk prices,1,03/05/2025 22:49,0
FALSE,FALSE,Miscellaneous,Gray Sofa Bed,460,https://pictures-kenya.jijistatic.com/74883620_MzAwLTM5OC00NzM1YTcyMGRh.webp,03/05/2025 22:49,13800,16,"Nairobi, Unknown","High density cushions,very comfortable",Brand New,3,03/05/2025 22:49,0
FALSE,FALSE,Miscellaneous,Office Sofa :5 Seater Reception Sofa,0,https://pictures-kenya.jijistatic.com/74585244_MzAwLTMwMC04OWQyMTAwZTZj.webp,03/05/2025 22:49,68000,23,"Nairobi, Unknown","Spacious Seating: Designed to accommodate up to five people comfortably, making it ideal for...",Brand New,5,03/05/2025 22:49,1
TRUE,TRUE,Miscellaneous,Office Chairs; Giant Leather Upholstered Visitor's Chair,0,https://pictures-kenya.jijistatic.com/74822241_MzAwLTMwMC04NDM5YmNlNjM3.webp,03/05/2025 22:49,13500,9,"Nairobi, Unknown","This Giant Leather Upholstered Visitor's Chair combines luxury and comfort, making it an ideal...",Brand New,2,03/05/2025 22:49,1
FALSE,FALSE,Miscellaneous,Office Seat: Medium Back Conference Black Chair,316,https://pictures-kenya.jijistatic.com/74804908_MzAwLTMwMC0wYjMwNTViYzFi.webp,03/05/2025 22:49,9500,11,"Nairobi, Unknown","This wheel-less office chair is suitable for various settings including home offices, remote...",Brand New,5,03/05/2025 22:49,0
