premium,is_available,category,title,rent_price_per_day,image_url,created_at,price,user_id,description,condition,quantity,updated_at,for_sale
TRUE,TRUE,Furniture,Wooden Corner Shelves,483,downloaded_images\60649982_MzAwLTQ1MC05YTc5NmEwM2RiLTE.webp,2025-06-12T00:08:21.717269,14500,22,"Elevate your decor with our artisanal wooden corner shelves, carefully designed to complement a...",Brand New,2,2025-06-12T00:08:21.717269,0
TRUE,FALSE,Furniture,"Modern Wood Vertical Filing Cabinet With Lock, 3 Drawers",0,downloaded_images\70474985_MzAwLTMwMC1lNTc2YmIwZmY2.webp,2025-06-12T00:08:22.281095,12500,6,The Modern Wood Vertical Filing Cabinet with Lock and 3 Drawers is an essential piece of office...,Brand New,2,2025-06-12T00:08:22.281095,1
TRUE,TRUE,Furniture,Office Cabinet With Two Doors,816,downloaded_images\68720472_MzAwLTMwMC02YWMwODMwYjRh.webp,2025-06-12T00:08:22.675910,24500,4,Organize your office essentials with style and efficiency using our Two-Door Office Cabinet. Ideal...,Brand New,2,2025-06-12T00:08:22.675910,0
TRUE,TRUE,Furniture,2-Door Wooden Credenza Cabinet,0,downloaded_images\65180248_MzAwLTMwMC1mM2I0OTIzNzBk.webp,2025-06-12T00:08:23.163789,13500,11,"Constructed with sturdy wood and finished in a classic design, our credenza cabinet adds a touch of...",Brand New,4,2025-06-12T00:08:23.163789,1
FALSE,FALSE,Furniture,Office Table; Round Luxurious Office Coffee Table,0,downloaded_images\75345315_MzAwLTMwMC02M2U2OGNjODgw.webp,2025-06-12T00:08:23.229189,16500,17,"The Round Luxurious Office Coffee Table is an elegant addition to executive lounges, reception...",Brand New,2,2025-06-12T00:08:23.229189,1
TRUE,FALSE,Furniture,Office Desk : Modern Executive Office Desk,1833,downloaded_images\72264656_MzAwLTMwMC0yYTBjZTEzODQy.webp,2025-06-12T00:08:23.571982,55000,15,"The Modern Executive Office Desk is the perfect blend of style, functionality, and sophistication...",Brand New,3,2025-06-12T00:08:23.571982,0
TRUE,TRUE,Furniture,Modern 2-Seater Semi-Recliner Sofas,900,downloaded_images\67722593_MzAwLTIyNS05Y2E5YmQwMjcw.webp,2025-06-12T00:08:23.645791,27000,1,"Dealers in all Brand New Home decor:beds, coffee tables,tv stands, sofas...",Brand New,2,2025-06-12T00:08:23.645791,0
FALSE,TRUE,Furniture,Beautiful Patio Outdoor Table and Chair Set,0,downloaded_images\73951250_MzAwLTIxNi1mYzZlNDRkNmIx.webp,2025-06-12T00:08:23.728566,48000,23,"5 piece set- includes a round tempered glasstable and four sleek rattan Chairs
Premium material...",Brand New,4,2025-06-12T00:08:23.728566,1
TRUE,TRUE,Furniture,Office Chairs:Casual Midnight Black Calfskin Study Chair,816,downloaded_images\73430913_MzAwLTMwMC1hMmZlNWNkNDUy.webp,2025-06-12T00:08:24.022836,24500,12,The Casual Midnight Black Calfskin Study Chair combines style and comfort for any workspace. Its...,Brand New,1,2025-06-12T00:08:24.022836,0
TRUE,TRUE,Furniture,Dining Chairs; Eames Replica Padded Modern Home Seats,226,downloaded_images\71003837_MzAwLTMzMC0xNTZlMmZlNDJm.webp,2025-06-12T00:08:24.614231,6800,8,"Whether you’re hosting an intimate dinner or a larger gathering, the Eames Replica Dining Chairs...",Brand New,1,2025-06-12T00:08:24.614231,0
TRUE,TRUE,Furniture,Modern Affordable Chester Beds on OFFER!!,393,downloaded_images\68610095_MzAwLTE2OS0yODc2OTRkMzc4.webp,2025-06-12T00:08:24.834769,11800,2,"Best Quality and design Home decor Brand New 
Payment after delivery 
Call070*********
Welcome",Brand New,2,2025-06-12T00:08:24.834769,0
TRUE,FALSE,Furniture,Dining Chair : Eames Home Dining Chair,0,downloaded_images\74276721_MzAwLTMwMC1jOGI5NzdjNzY5.webp,2025-06-12T00:08:25.301892,3500,13,"Add timeless elegance to your dining area with the Eames Home Dining Chair, a classic design that...",Brand New,2,2025-06-12T00:08:25.301892,1
TRUE,FALSE,Furniture,Modern Chester Beds Available,393,downloaded_images\67718195_MzAwLTMwMC1jYjU0ZWQwY2Mx.webp,2025-06-12T00:08:25.380430,11800,12,"Dealers in all Brand New Home decor:beds, coffee tables,tv stands, sofas...",Brand New,3,2025-06-12T00:08:25.380430,0
TRUE,TRUE,Furniture,1.2M Cherry Office Desk,350,downloaded_images\64864841_MzAwLTE3OS05M2JiZWYxNWU5.webp,2025-06-12T00:08:25.451271,10500,22,"Introducing our 1.2M Cherry Office Desk, a sleek and functional addition to any workspace. Crafted...",Brand New,1,2025-06-12T00:08:25.451271,0
TRUE,TRUE,Furniture,Modern Chester Beds Available,393,downloaded_images\68384579_MzAwLTMwMC1jZDMyNDY0ZjE3.webp,2025-06-12T00:08:25.656303,11800,17,"Best Quality and design Home decor Brand New 
Payment after delivery 
Call070*********
Welcome",Brand New,1,2025-06-12T00:08:25.656303,0
TRUE,TRUE,Furniture,Sofas: Office Leather Sofa for 5,0,downloaded_images\75275993_MzAwLTMwMC00MTZmMGNjNmNi.webp,2025-06-12T00:08:25.736971,78000,7,The Office Leather Sofa for 5 is a stylish and comfortable seating solution for any professional...,Brand New,1,2025-06-12T00:08:25.736971,1
TRUE,TRUE,Furniture,Barstool; Fancy Adjustable Swivel Barstool,0,downloaded_images\74852965_MzAwLTMwMC1kNDk3YTg4NTMx.webp,2025-06-12T00:08:25.799309,10500,22,"Add a modern flair to your space with the Fancy Adjustable Swivel Barstool, a perfect blend of sleek...",Brand New,4,2025-06-12T00:08:25.799309,1
TRUE,TRUE,Furniture,Black Marble Top Coffee Table,0,downloaded_images\74647373_MzAwLTI2NS1lZWMyMjFhMWFj.webp,2025-06-12T00:08:25.991147,10500,15,"Elevate your space with this solid oak coffee table, featuring a sleek design and spacious surface...",Brand New,5,2025-06-12T00:08:25.991147,1
TRUE,TRUE,Furniture,Persistence Wood 8seater Dinning Set,1666,downloaded_images\70317610_MzAwLTE1Ny1mMGVjMzNjMDUy.webp,2025-06-12T00:08:26.056548,50000,13,Its a good quality dinning set,Brand New,1,2025-06-12T00:08:26.056548,0
FALSE,TRUE,Furniture,Modern Gold Dining Set With Marble Top,1333,downloaded_images\74565104_MzAwLTE2OS0xODFhZGMxMTAx.webp,2025-06-12T00:08:26.542702,40000,2,"Elevate your dining space with this stunning gold-accented dining set, featuring a sleek...",Brand New,2,2025-06-12T00:08:26.542702,0
FALSE,TRUE,Furniture,Restaurant Dining Set or Hotel Set.,0,downloaded_images\69659567_MzAwLTI5Mi01MDlhNzRkYmE2.webp,2025-06-12T00:08:26.735550,17300,8,"Restaurant set of chairs and table. 
A variety of colours are available.",Brand New,5,2025-06-12T00:08:26.735550,1
TRUE,TRUE,Furniture,Dining Table,0,downloaded_images\52191888_MzAwLTIyNS1jN2UzOGM5ZmYxLTE.webp,2025-06-12T00:08:26.921859,35000,19,"Very high quality
Free delivery within Nairobi
Delivery available outside Nairobi
Pay after...",Brand New,2,2025-06-12T00:08:26.921859,1
TRUE,FALSE,Furniture,Dining Chair,250,downloaded_images\52810533_MzAwLTQwMC1iYTkzMGMyNjky.webp,2025-06-12T00:08:27.113705,7500,16,"Easy to clean material. 
Round marble table @ Ksh. 16,000 
You can visit our showroom along Mombasa...",Brand New,1,2025-06-12T00:08:27.113705,0
TRUE,TRUE,Furniture,Exelent 8 Seater Hardwood Dinning Table,0,downloaded_images\70122262_MzAwLTIyNS0zMjU2ZTBlZjU3LTE.webp,2025-06-12T00:08:27.568108,64500,7,Classic hardwood dinning table,Brand New,3,2025-06-12T00:08:27.568108,1
TRUE,TRUE,Furniture,4 Seater Outdoor Set With Spacious Seats,0,downloaded_images\54464353_MzAwLTIyNS0yMzFmYzk3Nzgz.webp,2025-06-12T00:08:27.634333,65000,7,We deliver countrywide,Brand New,4,2025-06-12T00:08:27.634333,1
TRUE,TRUE,Furniture,4 Seater Marble Dining Table,0,downloaded_images\73675699_MzAwLTE2OS02OTE2ZmRjZTMx.webp,2025-06-12T00:08:28.073170,32500,15,Strong and durable products Quality is guaranteed payment is done on delivery,Brand New,3,2025-06-12T00:08:28.073170,1
TRUE,FALSE,Furniture,Rectangular Rattan Dining Table,0,downloaded_images\68676480_MzAwLTQwMC1mYTU0NDRlMTNi.webp,2025-06-12T00:08:28.542011,75000,15,"Very high quality
Very elegant and modern
Free delivery within Nairobi
Delivery available outside...",Brand New,3,2025-06-12T00:08:28.542011,1
TRUE,TRUE,Furniture,4 Seaters Dining Table.,0,downloaded_images\30112350_MzAwLTIyNS1mOTIwOGE5ODE4.webp,2025-06-12T00:08:28.747769,18500,6,"Brand new imported Dining table set with 4 seaters.
Free delivery within Nairobi areas.
Payments...",Brand New,2,2025-06-12T00:08:28.747769,1
TRUE,FALSE,Furniture,Glass Dinner Table,650,downloaded_images\54982330_MzAwLTIyNi02MWNiNTcyOTRhLTE.webp,2025-06-12T00:08:29.244992,19500,3,"Brand New imported,
multiple colors,
pay on delivery",Brand New,5,2025-06-12T00:08:29.244992,0
FALSE,FALSE,Furniture,Outdoor Table and Chairs (Rattan),0,downloaded_images\72392496_MzAwLTEzNS1mMDdjN2IzZDg2.webp,2025-06-12T00:08:29.430148,30000,3,"Discover premium furniture that brings style, comfort, and function to any room. Each piece in our...",Brand New,3,2025-06-12T00:08:29.430148,1
TRUE,TRUE,Furniture,White Four Seater Dining Table,450,downloaded_images\72341830_MzAwLTMwMC02MWYwZDE5MzVkLTE.webp,2025-06-12T00:08:29.503417,13500,12,"Located in tearoom,along taveta road ,building london beauty 5th floor shop b2, for more information...",Brand New,1,2025-06-12T00:08:29.503417,0
FALSE,FALSE,Furniture,Lounge Dining Table With Black Glitter Top.,286,downloaded_images\75148578_MzAwLTQwMC1iNTk3NTMzNGJl.webp,2025-06-12T00:08:29.763765,8600,12,Brighten your restaurant on the lounge with our customised dining table.,Brand New,4,2025-06-12T00:08:29.763765,0
FALSE,FALSE,Furniture,Dinning Table: Modern 6 Seater Restaurant Foldable Table,1066,downloaded_images\71511850_MzAwLTI2MC00MjgzOTgzMTFj.webp,2025-06-12T00:08:30.200689,32000,3,"Made from high quality material 
Easy to clean 
Portable
Very durable",Brand New,2,2025-06-12T00:08:30.200689,0
TRUE,TRUE,Furniture,#Round Marble Effect Coffee Table,150,downloaded_images\31858874_MzAwLTI5OC00YmNlYmNjMGRh.webp,2025-06-12T00:08:30.335595,4500,17,"*Round Marble Effect Coffee Table* 
 Available in Black and White 
 size 50*50*50cm
 Easy to...",Brand New,4,2025-06-12T00:08:30.335595,0
TRUE,FALSE,Furniture,6 Seater Wooden Dining Table,750,downloaded_images\71726433_MzAwLTMwMC03NGU0YWIzMTRi.webp,2025-06-12T00:08:30.572553,22500,21,Strong and durable products Quality is guaranteed payment is done on delivery,Brand New,1,2025-06-12T00:08:30.572553,0
TRUE,FALSE,Furniture,Dining Table! 6-Seater Executive Dining Table With Seats,566,downloaded_images\70831403_MzAwLTE0OS04Nzk4MmM4ZDdl.webp,2025-06-12T00:08:30.709065,16999,3,Dining table! 6-seater executive dining table with seats,Brand New,3,2025-06-12T00:08:30.709065,0
TRUE,TRUE,Furniture,Dining Chairs; Eames Replica Padded Modern Home Seats,0,downloaded_images\71003837_MzAwLTMzMC0xNTZlMmZlNDJm.webp,2025-06-12T00:08:30.785605,6800,13,"Whether you’re hosting an intimate dinner or a larger gathering, the Eames Replica Dining Chairs...",Brand New,5,2025-06-12T00:08:30.785605,1
TRUE,TRUE,Furniture,Black Wooden Dinning Table (6 Seater),716,downloaded_images\71314140_MzAwLTE5Mi1lNDc2Y2Y4NTI0.webp,2025-06-12T00:08:30.961089,21500,2,"Brand new imported,
Strong and comfortable,
Payments are on delivery within Nairobi area and special...",Brand New,5,2025-06-12T00:08:30.962075,0
TRUE,FALSE,Miscellaneous,Office Cabinet ;2-Door Wooden Credenza Cabinet,616,downloaded_images\70130054_MzAwLTMwMC1hOTk3YzBiY2Nm.webp,2025-06-12T00:08:31.424330,18500,12,This elegant 2-Door Wooden Credenza Cabinet combines functionality with timeless style. Crafted from...,Brand New,1,2025-06-12T00:08:31.424330,0
TRUE,FALSE,Miscellaneous,"8"" Japanese Sideplate.Set of 6pcs",0,downloaded_images\69763648_MzAwLTQwMC01NGFhMjg0OTQ5.webp,2025-06-12T00:08:31.986863,999,4,"Ceramic japanese White Dinner Plates Set of 6, 8Inch Dinnerware Sets for 6,Scratch Resistant",Used,5,2025-06-12T00:08:31.986863,1
TRUE,FALSE,Miscellaneous,6 Piece Round Flowered Dinner Plate Sets,66,downloaded_images\35064414_MzAwLTQwMC1iOGJlNDA5OGI4.webp,2025-06-12T00:08:32.063569,2000,8,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,2,2025-06-12T00:08:32.063569,0
TRUE,FALSE,Miscellaneous,Flower Pattern 6 Piece Dinner Plates,50,downloaded_images\35063112_MzAwLTQwMC1hZDIzNmFlMGE3.webp,2025-06-12T00:08:32.135515,1500,1,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,3,2025-06-12T00:08:32.135515,0
TRUE,FALSE,Miscellaneous,24 PCS Black Marble Cutlery Set,120,downloaded_images\68150967_MzAwLTMwMC02ZTRjOTc2OTcx.webp,2025-06-12T00:08:32.327001,3600,6,"*24pcs gold Marble Cutlery Set with stand* 
 *Stainless steel Gold coated with ceramic handle* 
...",Used,2,2025-06-12T00:08:32.327001,0
TRUE,FALSE,Miscellaneous,Grey Quote 6 Piece Mug Sets,0,downloaded_images\42825930_MzAwLTQwMC1hMDc1NjdmYTA0.webp,2025-06-12T00:08:32.406358,1500,9,"Each mug from this range assures class and durability. Easy to clean and maintain, you can use it...",Used,5,2025-06-12T00:08:32.407348,1
FALSE,FALSE,Miscellaneous,Air Duster - Asmaco,0,downloaded_images\70139658_MzAwLTQwMC03YjdkY2JjYTZlLTI.webp,2025-06-12T00:08:32.476635,350,13,"Asmaco Air Duster is a dry aerosol spray designed to physically remove superficial dirt, grime, and...",Used,2,2025-06-12T00:08:32.476635,1
TRUE,FALSE,Miscellaneous,6 Set Quality Affordable Dinner Plates (6 Set).,0,downloaded_images\67320933_MzAwLTMwMC0yODU1ZTlmMTI0LTI.webp,2025-06-12T00:08:33.060845,1649,17,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,3,2025-06-12T00:08:33.060845,1
FALSE,TRUE,Miscellaneous,Storage Cabinet: Modern Cabinet With Two Glass Fronted Doors,0,downloaded_images\74931226_MzAwLTMwMC0yYzUyOGFhOGVm.webp,2025-06-12T00:08:33.245416,23500,17,Add a touch of elegance to your space with this Modern Cabinet featuring two glass-fronted doors....,Brand New,2,2025-06-12T00:08:33.245416,1
TRUE,FALSE,Miscellaneous,24pcs Marble Stainless Steel Gold Cutlery Dinnerware Set,0,downloaded_images\71580497_MzAwLTMwMC1jMDg2YzAyZTJk.webp,2025-06-12T00:08:33.698421,1700,22,"Elevate your dining experience with our 24-piece marble textured ceramic dinner set, designed to...",Used,5,2025-06-12T00:08:33.698421,1
TRUE,TRUE,Miscellaneous,White Quote 6 Piece Mug Sets,50,downloaded_images\42825572_MzAwLTYwMi0wODVkMzg2N2Ix.webp,2025-06-12T00:08:33.760121,1500,23,"Each mug from this range assures class and durability. Easy to clean and maintain, you can use it...",Used,2,2025-06-12T00:08:33.760121,0
TRUE,FALSE,Miscellaneous,*Chopstick Storage Holder,0,downloaded_images\60614201_MzAwLTMwMC03MzhkMjA0ZGRmLTE.webp,2025-06-12T00:08:33.942516,2500,10,"*Chopstick Storage Holder Multifunctional Cutlery Drain Rack Luxury, makeup brush storage holder,...",Used,5,2025-06-12T00:08:33.942516,1
TRUE,TRUE,Miscellaneous,60pcs Gold Rim Fine China Bone Dinnerware Set,636,downloaded_images\64397813_MzAwLTMwMC04M2QyNTcyNTAy.webp,2025-06-12T00:08:34.130137,19085,18,"60pcs Gold Rim Fine China Bone Dinnerware Sets with Porcelain Plates.
Material: Ceramic
Feature:...",Used,5,2025-06-12T00:08:34.130137,0
TRUE,FALSE,Miscellaneous,30-Piece Porcelain Ceramic Rectangle Dinnerware Set,0,downloaded_images\26799841_MzAwLTM0MS00MWQ1ZjY5ZTA0LTE.webp,2025-06-12T00:08:34.305305,8499,2,"*30-piece Porcelain ceramic Rectangle dinnerware set Available 
6 Dinner plates,soup plate,side...",Used,2,2025-06-12T00:08:34.305305,1
TRUE,TRUE,Miscellaneous,Black Signature 6 Piece Dinner Plates,0,downloaded_images\44366185_MzAwLTQwMC0wN2RmNTRkNjZk.webp,2025-06-12T00:08:34.379290,1500,12,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,2,2025-06-12T00:08:34.380271,1
FALSE,TRUE,Miscellaneous,6 Piece Set Colorful Ceramic Dinnerware Plates,0,downloaded_images\68569271_MzAwLTQwMC05YTA1ODRmMzRk.webp,2025-06-12T00:08:34.439877,1499,19,"Brand new Ceramic plates
Set of 6 pieces
Heavy Duty",Used,2,2025-06-12T00:08:34.439877,1
TRUE,TRUE,Miscellaneous,Rose Pattern 6 Piece Dinner Plates,50,downloaded_images\44365799_MzAwLTUzMi1iOGQzMDQxOTkw.webp,2025-06-12T00:08:34.514556,1500,15,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,1,2025-06-12T00:08:34.514556,0
FALSE,TRUE,Miscellaneous,Paint Bucket 20 LTR White.,26,downloaded_images\74081120_MzAwLTM0Ny01YjhmODQ0NDhk.webp,2025-06-12T00:08:34.591236,800,13,"Paint Bucket 20 Ltr WHITE
Delivery fee is charged.",Used,2,2025-06-12T00:08:34.591236,0
TRUE,TRUE,Miscellaneous,Golden Forks/6pc Dinning Forks,33,downloaded_images\70275881_MzAwLTQwMC1jY2IwYmFmZDUz.webp,2025-06-12T00:08:34.989663,1000,22,"6pc Golden Table Forks set for everyday home use, hotel, restaurant, entertainment, party, buffet,...",Used,2,2025-06-12T00:08:34.989663,0
FALSE,FALSE,Miscellaneous,Gold Rim Dinnerware Sets With Porcelain Plates.,0,downloaded_images\62654760_MzAwLTIyNS04N2IwZDQyOTk3.webp,2025-06-12T00:08:35.167221,17500,20,"Gold Rim Dinnerware Sets with Porcelain Plates.
Material: Ceramic
Feature: Sustainable
Pattern Type...",Used,1,2025-06-12T00:08:35.167221,1
TRUE,TRUE,Miscellaneous,6 Piece Gray Flowered Dinner Plate Sets,56,downloaded_images\37143154_MzAwLTQwMC0wMmI3OWQ4MWRi.webp,2025-06-12T00:08:35.233417,1700,15,"Each dinner plate from this range assures class and durability. Easy to clean and maintain, you can...",Used,5,2025-06-12T00:08:35.233417,0
FALSE,FALSE,Miscellaneous,Stainless Steel Dinnerware Cutlery Spoon Fork 24 PCS Set,0,downloaded_images\67980836_MzAwLTMyNC05YmNlNzBmYTc4.webp,2025-06-12T00:08:35.661222,2199,18,"-6 x Stainless Steel Golden Dinner/Serving Forks
-6 x Stainless Steel Golden Dinner/Table Spoons
-6...",Used,4,2025-06-12T00:08:35.661222,1
FALSE,TRUE,Lighting,E88 Drone Gift for Kids,0,downloaded_images\69578280_MzAwLTQwMC02YTJmYTQ3OTM4.webp,2025-06-12T00:08:35.741188,5999,9,"*Quick sales anyone?*
 Rotation Foldable Aerial Camera RC Drone Gift *Wholesale Price*
4K HD Camera...",Brand New,5,2025-06-12T00:08:35.741188,1
FALSE,FALSE,Lighting,Modern Drone,166,downloaded_images\75378153_MzAwLTI3Mi0yOWMwNjA0ZGZj.webp,2025-06-12T00:08:35.923584,4999,14,Foldable drone modern,Brand New,3,2025-06-12T00:08:35.923584,0
FALSE,FALSE,Lighting,"Micro 128gb Extreme Pro 200mbps Super Fast for Drones,Phone",129,downloaded_images\52232652_MzAwLTQwMy0yZDgyMTZhZmVj.webp,2025-06-12T00:08:36.304660,3899,13,"Super high speed 200mbps for cameras,drones and phones 
1year warranty 
We offer delivery country...",Brand New,1,2025-06-12T00:08:36.304660,0
TRUE,FALSE,Lighting,"A9-Full HD Unique,1080P Mini Wifi IP Camera -A9",0,downloaded_images\61685758_MzAwLTIxOC03ODE1YmNmZjBk.webp,2025-06-12T00:08:36.376624,1399,11,"A9 Full HD Unique 1080P Mini Wifi IP Camera -A9
High Definition - 
1080P high definition pixel and...",Used,5,2025-06-12T00:08:36.376624,1
TRUE,FALSE,Lighting,E88 Pro Foldable Drone With Hd Camera,0,downloaded_images\68422542_MzAwLTM5OS01MjNjNTkwYjMw.webp,2025-06-12T00:08:36.863869,5800,17,Description: Capture stunning aerial footage with the E88 Pro. This foldable drone boasts a 4K HD...,Used,1,2025-06-12T00:08:36.863869,1
TRUE,FALSE,Lighting,1080P 120° Wide-Angle Drone With Camera,0,downloaded_images\52274993_MzAwLTI5Ny0zMzNkMTAyMjlm.webp,2025-06-12T00:08:37.329970,5950,23,"[Cost-Effective 1080P 120° FPV Drone] With the 1080P HD drone camera taking photos and videos, W10...",Brand New,2,2025-06-12T00:08:37.329970,1
TRUE,FALSE,Lighting,GPS Drone With Camera for Adults,270,downloaded_images\52693386_MzAwLTMwMC1hNDI1MzkzMTIw.webp,2025-06-12T00:08:37.788750,8100,7,"Best Drone Toy for Kids: S17 drone is magically simple, just tap the One Key Start/Landing button to...",Brand New,3,2025-06-12T00:08:37.788750,0
FALSE,FALSE,Lighting,E88 Drone Dual.Camera,316,downloaded_images\72541459_MzAwLTQwMC03YWJhNmYwMmU1.webp,2025-06-12T00:08:37.870903,9500,13,E88 Drone available now,Brand New,5,2025-06-12T00:08:37.870903,0
FALSE,TRUE,Lighting,Nikon L840 Pro Camera,0,downloaded_images\8489882_dsc-0018_300x200.webp,2025-06-12T00:08:37.963421,16500,6,"Highest quality pictures and videos.Long zoom lens,we have a physical shop in town Luthuli avenue",Refurbished,3,2025-06-12T00:08:37.963421,1
FALSE,TRUE,Lighting,Mavic Air 2S,0,downloaded_images\57583975_MzAwLTE1Ni05NDEwMGJiYmI2LTM.webp,2025-06-12T00:08:38.748711,175000,20,"Comes with a free 32gb memory. We are located along moi avenue, mithoo biashara centre, opposite the...",Refurbished,1,2025-06-12T00:08:38.748711,1
TRUE,TRUE,Lighting,H1 RC Drone With Camera Dual Camera,499,downloaded_images\68205708_MzAwLTMwMC0xODgxMzhkYmJk.webp,2025-06-12T00:08:39.022350,14999,16,H1 RC Drone with 4K Camera Dual Camera Fpv Wifi Photography Quadcopter Remote Control...,Brand New,4,2025-06-12T00:08:39.022350,0
FALSE,FALSE,Lighting,Ruko Pro Drone,1833,downloaded_images\43787588_MzAwLTQwMC1lNWIxMGMzNTcx.webp,2025-06-12T00:08:39.238050,55000,1,"Professional drone, comes with charger,bag,extra propeller... visit our shop in town opposite...",Refurbished,4,2025-06-12T00:08:39.238050,0
TRUE,TRUE,Lighting,Flat 3.7V Battery 1200mah Lithium Battery,13,downloaded_images\73568793_MzAwLTE2OS0yNGM5MTRkOWEx.webp,2025-06-12T00:08:39.721379,400,12,"Newvew 3.7V Battery: Power in Your Pocket!
Compact, lightweight, and built to last, the Newvew 3.7V...",Used,5,2025-06-12T00:08:39.721379,0
TRUE,FALSE,Lighting,Js20 Pro Drone 1080p Hd Camera Wifi Fpv Dual Rc Drone,299,downloaded_images\74896887_MzAwLTI3OS1mZTk0MDlmZjgw.webp,2025-06-12T00:08:39.784013,8999,8,The JS20 Pro Drone is a high-performance aerial photography drone equipped with efficient brushless...,Brand New,1,2025-06-12T00:08:39.784013,0
FALSE,FALSE,Lighting,USB 3.0 7-1 Memory Card Reader,66,downloaded_images\72961383_MzAwLTI0MS1jYTg4NTMzY2Ux.webp,2025-06-12T00:08:40.304212,1999,18,"* Support multi cards】It can read 5 cards simultaneously of SD TF CF,MS,M2.
* 【Fast speed and large...",Used,2,2025-06-12T00:08:40.304212,0
FALSE,TRUE,Lighting,Dji Mavic Mini With Free Bag and 32GB Card,2266,downloaded_images\11744807_img-20200820-152153-150_300x400.webp,2025-06-12T00:08:40.375909,68000,9,We have both brand new and ex uk import drones.We have a physical shop in town luthuli avenue,Refurbished,4,2025-06-12T00:08:40.375909,0
TRUE,FALSE,Lighting,Foldable Drones K4B5,0,downloaded_images\72732956_MzAwLTM4OC1mZDBmYmU5ZWY3.webp,2025-06-12T00:08:40.979973,6000,22,"Foldable drones K4B5
✓Unleash Your Adventure with Our Foldable Drones! 
✓Compact, rechargeable and...",Used,3,2025-06-12T00:08:40.979973,1
FALSE,TRUE,Lighting,128gb Extreme Pro Sd Card 200mbps/Sandisk,0,downloaded_images\49907513_MzAwLTUzNC0zODBhNzdiNjU1.webp,2025-06-12T00:08:41.423074,3499,11,"Exteme pro sd card for cameras super fast used for cameras and drones 200mbps
We offer delivery...",Brand New,4,2025-06-12T00:08:41.423074,1
TRUE,TRUE,Lighting,Small Camera Drone 1080 Hd,183,downloaded_images\27701889_MzAwLTIyNS1iMzM2MzBlOTNmLTE.webp,2025-06-12T00:08:41.499073,5500,17,Our shop is located off luthuli avenue along gaberone road right opp nairobi textile- you will see...,Used,1,2025-06-12T00:08:41.499073,0
TRUE,TRUE,Lighting,Spy Tinny Nan Cam,83,downloaded_images\5119047_img-20191211-172052-3_4_300x400.webp,2025-06-12T00:08:41.692560,2498,4,1080p hd video recorder portable tiny with night vision and motion detection security camera for...,Used,4,2025-06-12T00:08:41.692560,0
FALSE,TRUE,Lighting,Canon R5 Body,0,downloaded_images\68668960_MzAwLTUzMy1kZGE0YzRmMjZi.webp,2025-06-12T00:08:41.770616,345000,8,"For the professional image-maker who needs resolution, speed, and video capabilities, the Canon EOS...",Brand New,3,2025-06-12T00:08:41.770616,1
FALSE,FALSE,Lighting,Magic Three Arm Adjustable Sturdy Articulating Friction Magi,0,downloaded_images\69163587_MzAwLTMwMC1lN2YzOGIwOTg5.webp,2025-06-12T00:08:42.344939,4199,10,★Material: stainless steel and aluminum alloy. Max load: 10kg. The length of 3 arms:...,Used,5,2025-06-12T00:08:42.344939,1
TRUE,FALSE,Lighting,Nikon D5500 DSLR Camera With AF-P 18-55mm Lens (Black),2000,downloaded_images\72488359_MzAwLTM0OC03MjEwYTEzZjdj.webp,2025-06-12T00:08:42.824163,60000,1,"Nikon D5500

Highlights

24.2MP DX-Format CMOS Sensor
EXPEED 4 Image Processor
No Optical Low-Pass...",Used,4,2025-06-12T00:08:42.824163,0
TRUE,TRUE,Lighting,Hdmi Video Capture,56,downloaded_images\21821678_MzAwLTE2OS1kNTI4YmI1Y2E3.webp,2025-06-12T00:08:43.004165,1700,6,"Use your dslr, camcorder or action cam as a professional webcam on your pc or mac. stream or record...",Brand New,2,2025-06-12T00:08:43.004165,0
TRUE,TRUE,Lighting,Canon EOS 4000D DSLR Camera and EF-S 18-55 Mm,0,downloaded_images\62240567_MzAwLTE3Ny1jM2EzNDQ2ODE4.webp,2025-06-12T00:08:43.095070,43500,15,"18MP APS-C CMOS Sensor
Full HD 30p, HD 60p Video Recording
9-Point AF with Center Cross-Type Point
3...",Brand New,4,2025-06-12T00:08:43.095070,1
TRUE,TRUE,Lighting,Af-S Nikkor 18-70mm,0,downloaded_images\68931420_MzAwLTMwNS0yNjI0MzZmOTFh.webp,2025-06-12T00:08:43.282410,20000,19,Nikon zoom super wide angle af 18-70mm f/3.5-4.5g ed-if af-s dx zoom-nikkor autofocus lens for...,Refurbished,5,2025-06-12T00:08:43.282410,1
TRUE,FALSE,Lighting,NEEWER BG-E14 Replacement Battery Grip for Canon EOS 70D 80D,333,downloaded_images\62734638_MzAwLTM1My03MzU0MzUxZjVi.webp,2025-06-12T00:08:43.370657,10000,15,"Compatible with Canon EOS 70D/80D/90D DSLR cameras
Powered by up to two LP-E6 battery packs or six...",Used,2,2025-06-12T00:08:43.370657,0
